year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
1641,marriage,143,1280,1245
1641,residence,,191,237
1642,any,,849,172
1642,birth,374,3670,5329
1642,death,177,2289,2358
1642,marriage,88,1252,1760
1642,residence,,140,143
1643,any,,927,121
1643,birth,346,4218,3046
1643,death,232,2160,1908
1643,marriage,133,1149,888
1643,residence,,211,219
1644,any,,1017,314
1644,birth,411,3804,3257
1644,death,246,2554,1870
1644,marriage,143,1046,1248
1644,residence,,179,191
1645,any,,1850,311
1645,birth,496,6879,4669
1645,death,268,4125,2738
1645,marriage,183,1242,1450
1645,residence,,246,249
1646,any,,711,125
1646,birth,431,3501,3045
1646,death,213,1936,1649
1646,marriage,161,1251,1069
1646,residence,,135,128
1647,any,,657,197
1647,birth,347,3353,4076
1647,death,213,2130,1875
1647,marriage,114,899,1180
1647,residence,,122,105
1648,any,,1122,146
1648,birth,340,6189,3919
1648,death,214,2866,2439
1648,marriage,118,1331,1196
1648,residence,,200,222
1649,any,,707,155
1649,birth,282,3282,3664
1649,death,185,2081,2185
1649,marriage,126,804,963
1649,residence,,142,135
1650,any,,8815,4138
1650,birth,636,8252,6611
1650,death,258,4939,3732
1650,marriage,130,2856,2792
1650,residence,,510,447
1651,any,,713,94
1651,birth,319,3750,3386
1651,death,202,2523,2085
1651,marriage,144,1370,1388
1651,residence,,105,130
1652,any,,735,93
1652,birth,364,3641,5241
1652,death,228,2078,1739
1652,marriage,136,1157,1216
1652,residence,,178,185
1653,any,,753,132
1653,birth,337,4431,3014
1653,death,193,2465,1700
1653,marriage,157,1143,996
1653,residence,,185,209
1654,any,,935,126
1654,birth,391,3791,3563
1654,death,271,2554,2039
1654,marriage,161,1167,1216
1654,residence,,209,241
1655,any,,1390,399
1655,birth,414,5465,6262
1655,death,235,3567,3532
1655,marriage,118,1371,1408
1655,residence,,237,246
1656,any,,904,147
1656,birth,622,3894,3613
1656,death,408,2275,2044
1656,marriage,181,1356,1443
1656,residence,,236,235
1657,any,,993,252
1657,birth,279,3366,4228
1657,death,165,2062,1901
1657,marriage,105,1213,1313
1657,residence,,253,251
1658,any,,1031,162
1658,birth,417,6440,3622
1658,death,297,3175,2148
1658,marriage,142,1370,1086
1658,residence,,171,217
1659,any,,671,151
1659,birth,388,3765,3507
1659,death,244,2477,2118
1659,marriage,177,1111,1146
1659,residence,,197,208
1660,any,,3921,1249
1660,birth,650,6459,5409
1660,death,335,3902,3036
1660,marriage,191,1846,1796
1660,residence,,348,378
1661,any,,811,188
1661,birth,309,3303,3264
1661,death,186,1859,1869
1661,marriage,163,1001,1081
1661,residence,,98,143
1662,any,,892,230
1662,birth,384,3959,6126
1662,death,252,2366,2530
1662,marriage,157,1300,1580
1662,residence,,253,272
1663,any,,950,263
1663,birth,341,5624,3686
1663,death,243,3413,2262
1663,marriage,173,1570,1150
1663,residence,,272,230
1664,any,,933,218
1664,birth,354,3790,3586
1664,death,217,2182,2030
1664,marriage,167,1064,1262
1664,residence,,160,170
1665,any,,1510,436
1665,birth,522,6498,5423
1665,death,303,4102,3206
1665,marriage,209,1815,1877
1665,residence,,222,333
1666,any,,918,262
1666,birth,318,4089,3572
1666,death,213,2360,1982
1666,marriage,123,1191,1184
1666,residence,,259,282
1667,any,,907,201
1667,birth,383,4108,4745
1667,death,237,2448,2278
1667,marriage,140,1241,1542
1667,residence,,293,255
1668,any,,1001,181
1668,birth,416,6103,3774
1668,death,235,2630,2110
1668,marriage,171,1542,1154
1668,residence,,144,149
1669,any,,1004,208
1669,birth,493,4612,3780
1669,death,325,2789,1963
1669,marriage,257,1205,1364
1669,residence,,228,230
1670,any,,4272,1463
1670,birth,815,7366,6304
1670,death,541,4354,3595
1670,marriage,326,2301,2359
1670,residence,,419,451
1671,any,,939,152
1671,birth,548,4199,4063
1671,death,404,2444,2226
1671,marriage,228,1297,1298
1671,residence,,258,292
1672,any,,1089,288
1672,birth,468,4850,6380
1672,death,259,3204,2666
1672,marriage,169,1272,1703
1672,residence,,205,251
1673,any,,944,139
1673,birth,445,5585,3896
1673,death,290,2945,2039
1673,marriage,180,1526,1321
1673,residence,,203,228
1674,any,,860,88
1674,birth,495,4163,3761
1674,death,311,2424,1871
1674,marriage,167,1203,1075
1674,residence,,136,139
1675,any,,2432,655
1675,birth,611,7728,5943
1675,death,333,5730,3403
1675,marriage,143,1940,1921
1675,residence,,429,366
1676,any,,1135,278
1676,birth,590,4891,4034
1676,death,332,2939,2202
1676,marriage,157,1363,1314
1676,residence,,291,298
1677,any,,1219,211
1677,birth,398,5149,5388
1677,death,206,3477,2679
1677,marriage,125,1638,1675
1677,residence,,327,304
1678,any,,1041,174
1678,birth,385,7726,4803
1678,death,246,3668,2910
1678,marriage,136,2188,1890
1678,residence,,397,391
1679,any,,815,200
1679,birth,407,4306,4081
1679,death,269,2655,2321
1679,marriage,156,1173,1344
1679,residence,,299,276
1680,any,,5590,1743
1680,birth,669,9308,6574
1680,death,343,5321,3574
1680,marriage,161,2456,2282
1680,residence,,588,421
1681,any,,1427,177
1681,birth,352,4677,4284
1681,death,267,2772,2389
1681,marriage,127,1384,1543
1681,residence,,305,342
1682,any,,1117,314
1682,birth,517,5333,7038
1682,death,335,3387,2862
1682,marriage,201,1370,1909
1682,residence,,189,195
1683,any,,1092,142
1683,birth,474,5864,4560
1683,death,274,3200,2767
1683,marriage,150,1912,1581
1683,residence,,511,491
1684,any,,992,263
1684,birth,383,4853,4673
1684,death,238,2839,2445
1684,marriage,148,1314,1450
1684,residence,,238,250
1685,any,,1830,903
1685,birth,594,7045,6856
1685,death,325,3738,4432
1685,marriage,199,1981,1925
1685,residence,,261,267
1686,any,,1058,205
1686,birth,624,5042,4399
1686,death,435,2962,2223
1686,marriage,215,1523,1575
1686,residence,,203,223
1687,any,,1094,315
1687,birth,627,6568,5962
1687,death,482,5372,2933
1687,marriage,194,1430,1912
1687,residence,,353,379
1688,any,,1292,257
1688,birth,451,8037,4784
1688,death,321,4191,2611
1688,marriage,190,1864,1497
1688,residence,,260,279
1689,any,,1247,157
1689,birth,385,4631,4582
1689,death,248,2786,2274
1689,marriage,115,1254,1514
1689,residence,,184,158
1690,any,,5054,1814
1690,birth,928,9397,7368
1690,death,548,5148,4394
1690,marriage,198,2793,2626
1690,residence,,554,516
1691,any,,1045,306
1691,birth,508,5647,4386
1691,death,380,3542,2367
1691,marriage,212,1382,1568
1691,residence,,289,371
1692,any,,1676,368
1692,birth,542,5336,7386
1692,death,421,3365,3132
1692,marriage,245,1763,1893
1692,residence,,294,275
1693,any,,958,270
1693,birth,473,5564,4389
1693,death,324,2650,2447
1693,marriage,127,1429,1421
1693,residence,,184,242
1694,any,,1072,268
1694,birth,542,5429,5023
1694,death,409,3169,2761
1694,marriage,173,1610,1706
1694,residence,,213,217
1695,any,,2183,509
1695,birth,679,16355,6675
1695,death,383,8167,3603
1695,marriage,194,1951,1899
1695,residence,6,326,370
1696,any,,1151,151
1696,birth,435,5906,4457
1696,death,275,3229,2215
1696,marriage,175,1628,1534
1696,residence,,137,156
1697,any,,1321,160
1697,birth,488,5264,6605
1697,death,353,3016,4226
1697,marriage,190,1759,1674
1697,residence,,207,207
1698,any,,1210,209
1698,birth,586,9157,5446
1698,death,392,3563,2886
1698,marriage,220,2217,1926
1698,residence,,236,294
1699,any,,1271,513
1699,birth,577,5195,4978
1699,death,411,2888,2590
1699,marriage,236,1661,1544
1699,residence,,215,303
1700,any,,45481,11640
1700,birth,13096,37328,10358
1700,death,2141,9230,4976
1700,marriage,1505,5385,3114
1700,other,395,,
1700,residence,588,1801,615
1701,any,,1472,255
1701,birth,368,6745,4830
1701,death,213,3169,2509
1701,marriage,166,1653,1579
1701,residence,,167,169
1702,any,,1433,235
1702,birth,508,6660,9371
1702,death,317,3884,3490
1702,marriage,212,2031,2576
1702,residence,,223,231
1703,any,,1351,207
1703,birth,473,6847,5123
1703,death,349,3159,2696
1703,marriage,181,1891,1704
1703,residence,,248,258
1704,any,,1266,267
1704,birth,670,6198,5627
1704,death,492,3372,2821
1704,marriage,158,1718,1909
1704,residence,,309,336
1705,any,,1877,573
1705,birth,673,10671,16706
1705,death,447,4038,7891
1705,marriage,138,2050,2009
1705,residence,,356,324
1706,any,,1646,301
1706,birth,613,6813,5334
1706,death,467,3496,2608
1706,marriage,227,1896,1610
1706,residence,,277,290
1707,any,,1556,218
1707,birth,402,5873,6079
1707,death,252,2838,2578
1707,marriage,117,1423,1740
1707,residence,,186,194
1708,any,,1561,260
1708,birth,692,8126,5559
1708,death,378,3275,2792
1708,marriage,311,2058,1835
1708,residence,3,290,279
1709,any,,1570,426
1709,birth,550,6746,5189
1709,death,328,3721,2422
1709,marriage,157,1453,1620
1709,residence,,223,185
1710,any,,4229,2150
1710,birth,812,10859,8621
1710,death,350,5021,3955
1710,marriage,156,2547,2805
1710,residence,,346,385
1711,any,,1279,424
1711,birth,587,6439,6197
1711,death,402,3639,3292
1711,marriage,208,1656,1910
1711,residence,,188,251
1712,any,,1725,355
1712,birth,707,7166,8161
1712,death,429,3606,3388
1712,marriage,227,1858,2234
1712,residence,,412,448
1713,any,,1362,269
1713,birth,463,7471,5424
1713,death,319,3597,2667
1713,marriage,145,1951,1669
1713,residence,,192,203
1714,any,,1656,233
1714,birth,560,6550,6098
1714,death,316,3152,3039
1714,marriage,142,1988,2186
1714,residence,,308,363
1715,any,,2752,658
1715,birth,661,10399,7384
1715,death,410,5424,3953
1715,marriage,182,2372,2071
1715,residence,,362,382
1716,any,,1704,390
1716,birth,732,7361,5696
1716,death,576,3900,2791
1716,marriage,189,1908,1682
1716,residence,,225,228
1717,any,,2064,439
1717,birth,884,7673,7009
1717,death,579,3943,3129
1717,marriage,212,1824,2056
1717,residence,,280,286
1718,any,,1884,396
1718,birth,581,10709,6244
1718,death,337,4825,3185
1718,marriage,158,2508,1904
1718,residence,,233,303
1719,any,,1430,182
1719,birth,440,6520,6157
1719,death,252,3200,3131
1719,marriage,111,1925,2087
1719,residence,,351,343
1720,any,,8431,2951
1720,birth,738,15543,9732
1720,death,315,7427,5064
1720,marriage,138,3425,3514
1720,residence,,593,529
1721,any,,1570,315
1721,birth,468,7465,6187
1721,death,294,3759,3041
1721,marriage,113,1736,1803
1721,residence,,293,318
1722,any,,1983,415
1722,birth,592,8238,9694
1722,death,359,4165,3598
1722,marriage,155,2057,2677
1722,residence,,350,348
1723,any,,1743,224
1723,birth,506,9612,6317
1723,death,316,4411,3263
1723,marriage,135,2279,2079
1723,residence,6,315,317
1724,any,,1706,505
1724,birth,533,7931,6872
1724,death,259,4387,3499
1724,marriage,171,2224,2445
1724,residence,,399,409
1725,any,,3661,1235
1725,birth,690,12662,10219
1725,death,347,6054,5256
1725,marriage,186,2769,2664
1725,residence,,464,458
1726,any,,1792,288
1726,birth,414,8054,6826
1726,death,254,4191,3424
1726,marriage,188,1971,2022
1726,residence,,352,324
1727,any,,1779,367
1727,birth,632,9622,8725
1727,death,359,5609,3864
1727,marriage,192,1982,2409
1727,residence,,355,397
1728,any,,2058,225
1728,birth,627,11780,6891
1728,death,354,5075,3670
1728,marriage,166,2646,2037
1728,residence,,409,439
1729,any,,2069,426
1729,birth,820,8621,6752
1729,death,366,4652,3133
1729,marriage,329,1718,2044
1729,residence,,311,329
1730,any,,8520,2104
1730,birth,810,15481,10783
1730,death,412,7424,5329
1730,marriage,127,3493,3365
1730,residence,1,793,663
1731,any,,1705,266
1731,birth,673,8153,6529
1731,death,423,4413,3189
1731,marriage,197,2222,1966
1731,residence,,254,272
1732,any,,2734,333
1732,birth,569,10143,10706
1732,death,351,5242,4243
1732,marriage,147,2552,2659
1732,residence,,311,324
1733,any,,2269,326
1733,birth,727,9921,6947
1733,death,412,4972,3408
1733,marriage,155,2615,2113
1733,residence,,299,325
1734,any,,2537,394
1734,birth,627,8622,7590
1734,death,415,4153,3791
1734,marriage,126,2349,2250
1734,residence,,401,408
1735,any,,4499,980
1735,birth,738,14007,11775
1735,death,338,7179,5671
1735,marriage,117,3003,3005
1735,residence,,643,778
1736,any,,2135,322
1736,birth,505,8572,7888
1736,death,239,4242,3933
1736,marriage,135,2369,2512
1736,residence,,404,385
1737,any,,2099,436
1737,birth,624,9073,11278
1737,death,425,4901,5841
1737,marriage,169,2225,2839
1737,residence,6,357,375
1738,any,,2822,869
1738,birth,701,12680,7610
1738,death,318,6066,4161
1738,marriage,235,2868,2566
1738,residence,,453,446
1739,any,,2136,337
1739,birth,836,9192,8174
1739,death,350,5164,4214
1739,marriage,294,2130,2163
1739,residence,,385,432
1740,any,,9355,2568
1740,birth,1047,17080,15075
1740,death,487,7930,6026
1740,marriage,199,4120,3477
1740,residence,,779,743
1741,any,,1835,314
1741,birth,507,9318,7482
1741,death,322,4833,3797
1741,marriage,155,2751,2263
1741,residence,,445,444
1742,any,,2157,484
1742,birth,581,9004,11052
1742,death,330,4431,4241
1742,marriage,166,1987,2632
1742,residence,,368,416
1743,any,,2466,457
1743,birth,743,10333,8103
1743,death,434,4514,4371
1743,marriage,195,2793,2582
1743,residence,,433,457
1744,any,,5170,416
1744,birth,459,10714,7877
1744,death,244,5874,3847
1744,marriage,108,2522,2564
1744,residence,3,550,526
1745,any,,4235,3595
1745,birth,1023,18292,11938
1745,death,675,8753,5762
1745,marriage,183,2961,3201
1745,residence,,637,742
1746,any,,2269,402
1746,birth,554,9880,7952
1746,death,299,5010,3681
1746,marriage,120,2397,2268
1746,residence,,375,421
1747,any,,2453,339
1747,birth,669,9623,9698
1747,death,497,4866,4235
1747,marriage,109,2680,2736
1747,residence,,398,386
1748,any,,2523,424
1748,birth,542,14449,9779
1748,death,266,5947,5141
1748,marriage,202,3360,2621
1748,residence,,469,532
1749,any,,2382,409
1749,birth,807,9633,8863
1749,death,537,5165,4616
1749,marriage,179,2583,2827
1749,residence,,641,704
1750,any,,25640,8259
1750,birth,1273,27846,14843
1750,death,537,11023,6969
1750,marriage,156,6198,4391
1750,residence,,1862,1386
1751,any,,2508,494
1751,birth,533,11074,9073
1751,death,218,5796,4584
1751,marriage,95,2577,3269
1751,residence,,365,410
1752,any,,2694,510
1752,birth,680,10602,13673
1752,death,389,5327,4999
1752,marriage,109,2374,3346
1752,residence,,723,771
1753,any,,2380,357
1753,birth,777,12896,8712
1753,death,516,5885,4326
1753,marriage,125,3538,2833
1753,residence,,565,521
1754,any,,2892,363
1754,birth,641,11698,9161
1754,death,410,6266,4470
1754,marriage,107,2894,2790
1754,residence,,584,548
1755,any,,5328,1362
1755,birth,762,16933,18143
1755,death,307,8754,9048
1755,marriage,173,3582,3685
1755,residence,,951,943
1756,any,,2656,385
1756,birth,725,11575,9797
1756,death,450,6032,4735
1756,marriage,153,3296,3249
1756,residence,6,685,653
1757,any,,2788,509
1757,birth,687,10869,11591
1757,death,333,5402,5148
1757,marriage,122,2967,3455
1757,residence,,617,646
1758,any,,2961,571
1758,birth,677,14823,9863
1758,death,404,6461,4895
1758,marriage,230,3825,3328
1758,residence,,568,608
1759,any,,2790,549
1759,birth,562,9898,9265
1759,death,288,4781,4553
1759,marriage,128,2814,2699
1759,residence,,568,583
1760,any,,11007,4215
1760,birth,891,22601,16644
1760,death,472,9542,8593
1760,marriage,222,5969,5319
1760,residence,5,1768,1403
1761,any,,3187,695
1761,birth,511,10454,9995
1761,death,303,4737,5039
1761,marriage,134,2836,3060
1761,residence,3,485,557
1762,any,,2737,607
1762,birth,545,12284,14473
1762,death,307,6343,5758
1762,marriage,151,2938,3767
1762,residence,,532,554
1763,any,,2578,434
1763,birth,611,12677,10051
1763,death,348,5485,5082
1763,marriage,131,3223,3085
1763,residence,,578,579
1764,any,,2812,427
1764,birth,551,11801,9892
1764,death,296,6018,4547
1764,marriage,160,2769,3327
1764,residence,,545,558
1765,any,,5375,1655
1765,birth,774,18076,14892
1765,death,382,8495,7136
1765,marriage,163,4096,3847
1765,residence,,1088,1115
1766,any,,2900,472
1766,birth,559,12712,9814
1766,death,355,6102,4368
1766,marriage,145,3586,3045
1766,residence,,557,571
1767,any,,3289,636
1767,birth,678,11974,11382
1767,death,307,6230,4586
1767,marriage,162,3283,3316
1767,residence,,602,547
1768,any,,2757,401
1768,birth,792,15714,9737
1768,death,476,6429,4766
1768,marriage,206,3538,3162
1768,residence,,632,694
1769,any,,2845,353
1769,birth,573,11426,10075
1769,death,303,5213,4761
1769,marriage,129,2814,3253
1769,residence,,615,662
1770,any,,12892,4306
1770,birth,1094,23761,15769
1770,death,372,10199,7299
1770,marriage,273,5619,5174
1770,residence,1,1743,1524
1771,any,,3049,589
1771,birth,830,13129,10690
1771,death,454,6445,5360
1771,marriage,135,3034,3637
1771,residence,,850,898
1772,any,,3086,633
1772,birth,622,13907,15384
1772,death,310,6881,6069
1772,marriage,114,3339,3930
1772,residence,,728,793
1773,any,,3458,525
1773,birth,674,15420,10215
1773,death,364,6534,5112
1773,marriage,127,3892,3114
1773,residence,,821,862
1774,any,,3811,541
1774,birth,639,13881,11488
1774,death,254,6689,5699
1774,marriage,124,3474,3422
1774,residence,,673,692
1775,any,,7925,2258
1775,birth,873,24418,17225
1775,death,391,11256,8600
1775,marriage,125,4911,4462
1775,residence,2,1399,1315
1776,any,,4361,830
1776,birth,698,15413,11361
1776,death,376,7535,5070
1776,marriage,117,4121,3703
1776,residence,,1260,1126
1777,any,,4377,1441
1777,birth,1028,14100,14462
1777,death,563,6738,5796
1777,marriage,222,3346,4234
1777,residence,,1115,1198
1778,any,,3763,953
1778,birth,838,19703,11792
1778,death,428,8132,5425
1778,marriage,137,4294,3637
1778,residence,,910,895
1779,any,,3610,580
1779,birth,540,14116,12581
1779,death,270,6288,5932
1779,marriage,145,3424,3706
1779,residence,,992,1090
1780,any,,18290,6061
1780,birth,955,29111,19375
1780,death,325,10380,8922
1780,marriage,129,6355,5810
1780,residence,,2353,1847
1781,any,,3528,642
1781,birth,532,14248,12301
1781,death,221,6686,5729
1781,marriage,96,3721,3370
1781,residence,,822,832
1782,any,,3830,956
1782,birth,746,14911,18223
1782,death,358,7369,6968
1782,marriage,80,3921,4770
1782,residence,1,1165,1157
1783,any,,3674,627
1783,birth,916,17082,12721
1783,death,449,7692,5919
1783,marriage,157,3754,3839
1783,residence,,1002,1097
1784,any,,3714,616
1784,birth,776,16039,13571
1784,death,381,7538,6236
1784,marriage,107,4015,4051
1784,residence,,970,1124
1785,any,,6405,2230
1785,birth,935,24638,20623
1785,death,360,11230,9798
1785,marriage,156,5176,5173
1785,residence,13,1596,1881
1786,any,,4563,988
1786,birth,760,16206,12769
1786,death,372,7739,5823
1786,marriage,131,3743,3417
1786,residence,,924,960
1787,any,,4017,765
1787,birth,895,16169,15663
1787,death,487,8122,6945
1787,marriage,100,4584,4447
1787,residence,,1310,1360
1788,any,,4898,829
1788,birth,757,22097,13537
1788,death,384,9735,6202
1788,marriage,88,4325,3926
1788,residence,,1603,1302
1789,any,,4375,746
1789,birth,601,18232,14522
1789,death,259,9211,7043
1789,marriage,122,4376,4700
1789,residence,,1339,1407
1790,any,,17712,5449
1790,birth,977,34218,23260
1790,death,335,15482,12027
1790,marriage,120,8861,7462
1790,residence,,4558,4052
1791,any,,4592,950
1791,birth,1070,18099,14802
1791,death,608,8933,7304
1791,marriage,184,4050,4309
1791,residence,,1368,1443
1792,any,,4441,1134
1792,birth,973,17693,19355
1792,death,581,8231,7125
1792,marriage,238,4798,4926
1792,residence,1,1360,1791
1793,any,,4734,1287
1793,birth,696,20689,15732
1793,death,324,8982,7604
1793,marriage,103,4509,4936
1793,residence,,1426,1415
1794,any,,4762,886
1794,birth,978,19675,15435
1794,death,564,10058,7658
1794,marriage,138,4371,4910
1794,residence,,1195,1203
1795,any,,8197,1975
1795,birth,1004,54257,22433
1795,death,507,27586,11003
1795,marriage,208,5592,5487
1795,residence,,1988,1953
1796,any,,5301,1018
1796,birth,1051,19905,16724
1796,death,395,9513,8716
1796,marriage,247,4762,5295
1796,residence,,1819,1931
1797,any,,4985,775
1797,birth,751,19572,18208
1797,death,355,9209,8150
1797,marriage,141,4719,4791
1797,residence,2,1461,1523
1798,any,,5500,1044
1798,birth,995,29220,18329
1798,death,427,10765,9190
1798,marriage,169,6121,5223
1798,residence,,1935,1984
1799,any,,5965,3307
